id,resource_type,label,source_url,host,lessons,legacy_source_files,local_matches,suggested_action,status,new_url,notes
resource-0068,link,Confessions of an Economic Hitman,http://www.amazon.com/Confessions-Economic-Hit-John-Perkins/dp/0452287081?tag=wanttinfo-20,www.amazon.com,4,ttlesson04b.php,,review-external-link,needs-review,,
resource-0069,media-file,dove_flying.gif,https://www.personalgrowthcourses.net/images/dove_flying.gif,www.personalgrowthcourses.net,4,ttlesson04b.php,,review-legacy-hosted,needs-review,,
resource-0070,link,http://www.guideposts.com,http://www.guideposts.com,www.guideposts.com,4,ttlesson04b.php,,review-external-link,needs-review,,
resource-0071,link,https://www.personalgrowthcourses...,https://www.personalgrowthcourses.net/stories/04b.nonviolence_organizations.htm#Organizations_promoting_nonviolence,www.personalgrowthcourses.net,4,ttlesson04b.php,,review-legacy-hosted,needs-review,,
resource-0072,link,https://www.WantToKnow.info/050423secretgovernment,https://www.WantToKnow.info/050423secretgovernment,www.wanttoknow.info,4;11,tc11b.php;ttlesson04a.php,,review-external-link,needs-review,,
resource-0073,link,https://www.WantToKnow.info/051130ciasecrets,https://www.WantToKnow.info/051130ciasecrets,www.wanttoknow.info,4;11,tc11b.php;ttlesson04b.php,,review-external-link,needs-review,,
resource-0074,link,https://www.WantToKnow.info/060922nonviolentpeaceforce,https://www.WantToKnow.info/060922nonviolentpeaceforce,www.wanttoknow.info,4;11,tc11b.php;ttlesson04b.php,,review-external-link,needs-review,,
resource-0075,link,https://www.WantToKnow.info/corruptiongovernmentmilitary,https://www.WantToKnow.info/corruptiongovernmentmilitary,www.wanttoknow.info,4;11,tc11b.php;ttlesson04a.php,,review-external-link,needs-review,,
resource-0076,link,https://www.WantToKnow.info/johnperkins...,https://www.WantToKnow.info/johnperkinseconomichitman,www.wanttoknow.info,4,ttlesson04b.php,,review-external-link,needs-review,,
resource-0077,link,https://www.WantToKnow.info/war/war...,https://www.wanttoknow.info/war/war-lies-century,www.wanttoknow.info,4,ttlesson04b.php,,review-external-link,needs-review,,
resource-0078,link,https://www.WantToKnow.info/warcoverup,https://www.WantToKnow.info/warcoverup,www.wanttoknow.info,4;11,tc11b.php;ttlesson04a.php,,review-external-link,needs-review,,
resource-0079,link,https://www.WantToKnow.info/warinformation,https://www.WantToKnow.info/warinformation,www.wanttoknow.info,4,ttlesson04b.php,,review-external-link,needs-review,,
resource-0080,media-file,Jets into dolphins transforming our world,https://www.personalgrowthcourses.net/images/dalidolphinplanes.jpg,www.personalgrowthcourses.net,4,ttlesson04b.php,,review-legacy-hosted,needs-review,,
resource-0081,link,John Perkins,http://en.wikipedia.org/wiki/John_Perkins_(author),en.wikipedia.org,4,ttlesson04b.php,,review-external-link,needs-review,,
resource-0082,media-file,military-mourning.gif,https://www.personalgrowthcourses.net/images/military-mourning.gif,www.personalgrowthcourses.net,4,ttlesson04a.php,,review-legacy-hosted,needs-review,,
resource-0083,link,Nonviolent Peaceforce,http://www.nonviolentpeaceforce.org,www.nonviolentpeaceforce.org,4,ttlesson04b.php,,review-external-link,needs-review,,
resource-0084,link,Project for the New American Century,https://www.WantToKnow.info/9-11timeline60pg#pnac,www.wanttoknow.info,4,ttlesson04a.php,,review-external-link,needs-review,,
resource-0085,link,Salvador Dali,https://www.personalgrowthcourses.net/images/salvadordali.pps,www.personalgrowthcourses.net,4,ttlesson04b.php,,review-legacy-hosted,needs-review,,
resource-0086,link,The Matrix,http://en.wikipedia.org/wiki/The_Matrix,en.wikipedia.org,4,ttlesson04a.php,,review-external-link,needs-review,,
resource-0087,media-file,war_god_my_side.jpg,https://www.personalgrowthcourses.net/sacred_cows/war_god_my_side.jpg,www.personalgrowthcourses.net,4,ttlesson04a.php,,review-legacy-hosted,needs-review,,
resource-0088,link,www.WantToKnow.info/christmastruce,https://www.WantToKnow.info/christmastruce,www.wanttoknow.info,4,ttlesson04b.php,,review-external-link,needs-review,,
resource-0089,media-file,Chinese Character for Love,https://www.personalgrowthcourses.net/images/lovechinesecharacter.jpg,www.personalgrowthcourses.net,5,ttlesson05b.php,,review-legacy-hosted,needs-review,,
resource-0090,link,click here,https://www.peerservice.org/,www.peerservice.org,5,ttlesson05b.php,,review-external-link,needs-review,,
resource-0091,link,Click Here,http://support.personalgrowthcourses.net/user/me/edit/Transformation+Course+-+Lesson+05,support.personalgrowthcourses.net,5,ttlesson05b.php,,review-external-link,needs-review,,
resource-0092,link,google.com/search?q=Holotropic+Breathwork,https://www.google.com/search?q=Association+for+Holotropic+Breathwork,www.google.com,5,ttlesson05b.php,,review-external-link,needs-review,,
resource-0093,media-file,heart_double.jpg,https://www.personalgrowthcourses.net/images/heart_double.jpg,www.personalgrowthcourses.net,5,ttlesson05a.php,,review-legacy-hosted,needs-review,,
resource-0094,media-file,heart_love_flowing.jpg,https://www.personalgrowthcourses.net/images/heart_love_flowing.jpg,www.personalgrowthcourses.net,5,ttlesson05b.php,,review-legacy-hosted,needs-review,,
resource-0095,link,http://en.wikipedia.org/wiki/Breathwork,http://en.wikipedia.org/wiki/Breathwork,en.wikipedia.org,5,ttlesson05b.php,,review-external-link,needs-review,,
resource-0096,link,http://www.amazon.com/Emissary...,http://www.amazon.com/Emissary-Love-Psychic-Children-Speak/dp/1571743235/ref=pd_bbs_sr_1?tag=wanttinfo-20&ie=UTF8&s=books&qid=1213562904&sr=1-1,www.amazon.com,5,ttlesson05b.php,,review-external-link,needs-review,,
resource-0097,link,http://www.teamhoyt.com,http://www.teamhoyt.com,www.teamhoyt.com,5,ttlesson05b.php,,review-external-link,needs-review,,
resource-0098,media,https://www.personalgrowthcourses.net/video/choose_love_pgc,https://www.personalgrowthcourses.net/video/choose_love_pgc,www.personalgrowthcourses.net,5;11,tc11b.php;ttlesson05b.php,,review-legacy-hosted,needs-review,,
resource-0099,link,https://www.weboflove.org,https://www.weboflove.org,www.weboflove.org,5;11;17,tc11b.php;trfc17a.php;ttlesson05a.php;ttlesson05b.php,,review-external-link,needs-review,,
resource-0100,link,https://www.weboflove.org/inspiring_stories...,https://www.weboflove.org/inspiring_stories_12/hoyt_team_rick_dick,www.weboflove.org,5;11,tc11b.php;ttlesson05a.php,,review-external-link,needs-review,,
resource-0101,link,https://www.weboflove.org/loveideasexercises,https://www.weboflove.org/loveideasexercises,www.weboflove.org,5;11,tc11b.php;ttlesson05b.php,,review-external-link,needs-review,,
resource-0102,media-file,time_delusion_fired.jpg,https://www.personalgrowthcourses.net/sacred_cows/time_delusion_fired.jpg,www.personalgrowthcourses.net,5,ttlesson05a.php,,review-legacy-hosted,needs-review,,
resource-0103,link,Click Here,http://support.personalgrowthcourses.net/user/me/edit/Transformation+Course+-+Lesson+06,support.personalgrowthcourses.net,6,ttlesson06b.php,,review-external-link,needs-review,,
resource-0104,media-file,Crop Circle,https://www.personalgrowthcourses.net/images/cropcirclebiggest.jpg,www.personalgrowthcourses.net,6,ttlesson06a.php,,review-legacy-hosted,needs-review,,
resource-0105,link,crop circle images,http://images.google.com/images?svnum=100&um=1&hl=en&newwindow=1&q=%22crop+circle%22&btnG=Search+Images,images.google.com,6,ttlesson06a.php,,review-external-link,needs-review,,
resource-0106,media-file,crop_circle.jpg,https://www.personalgrowthcourses.net/images/crop_circle.jpg,www.personalgrowthcourses.net,6,ttlesson06a.php,,review-legacy-hosted,needs-review,,
resource-0107,link,Edgar Mitchell,https://www.WantToKnow.info/ufocover-up10pg#mitchell,www.wanttoknow.info,6,ttlesson06b.php,,review-external-link,needs-review,,
resource-0108,link,http://disclosureproject.org,https://web.archive.org/web/20170305074656/http://www.disclosureproject.org/,web.archive.org,6,ttlesson06b.php,,review-archived-link,needs-review,,
resource-0109,link,http://www.amazon.com/Contact-Blueprint-New-World...,http://www.amazon.com/Contact-Blueprint-New-World/dp/1880666626/ref=sr_1_1?ie=UTF8&qid=1315113308&sr=8-1,www.amazon.com,6,ttlesson06b.php,,review-external-link,needs-review,,
resource-0110,link,http://www.amazon.com/Out-Blue-Definitive...,http://www.amazon.com/Out-Blue-Definitive-Investigation-Phenomenon/dp/B0000VD0RO/ref=sr_1_1?tag=wanttinfo-20&ie=UTF8&s=dvd&qid=1208842264&sr=1-1,www.amazon.com,6,ttlesson06b.php,,review-external-link,needs-review,,
resource-0111,media,https://www.personalgrowthcourses.net/video/mothers_extraordinary,https://www.personalgrowthcourses.net/video/mothers_extraordinary,www.personalgrowthcourses.net,6;11,tc11b.php;ttlesson06b.php,WTKvideos|exact-stem|/mnt/c/datasources/WTKvideos/MOTHERS_EXTRAORDINARY.mp4,migrate-local-video-candidate,needs-review,,
resource-0112,media,https://www.personalgrowthcourses.net/video/power_of_the_internet,https://www.personalgrowthcourses.net/video/power_of_the_internet,www.personalgrowthcourses.net,6;11,tc11b.php;ttlesson06b.php,WTKvideos|exact-stem|/mnt/c/datasources/WTKvideos/POWER_OF_THE_INTERNET.mp4,migrate-local-video-candidate,needs-review,,
resource-0113,media,https://www.personalgrowthcourses.net/video/ufo_videos,https://www.personalgrowthcourses.net/video/ufo_videos,www.personalgrowthcourses.net,6;11,tc11b.php;ttlesson06a.php,legacy-archive|exact-stem|/mnt/c/datasources/transformation-team-site/archive/original-httpdocs/video/ufo_videos.php,review-local-page-candidate,needs-review,,
resource-0114,link,https://www.WantToKnow.info/dolphins...,https://www.WantToKnow.info/dolphinswhalesnewsarticles,www.wanttoknow.info,6,ttlesson06b.php,,review-external-link,needs-review,,
resource-0115,link,https://www.WantToKnow.info/meaningoflife...,https://www.WantToKnow.info/meaningoflifebigpicture,www.wanttoknow.info,6,ttlesson06b.php,,review-external-link,needs-review,,
resource-0116,link,https://www.WantToKnow.info/ufocover-up10pg,https://www.WantToKnow.info/ufocover-up10pg,www.wanttoknow.info,6;11,tc11b.php;ttlesson06b.php,,review-external-link,needs-review,,
resource-0117,link,https://www.WantToKnow.info/ufoinformation,https://www.WantToKnow.info/ufoinformation,www.wanttoknow.info,6,ttlesson06b.php,,review-external-link,needs-review,,
resource-0118,link,IONS,http://www.noetic.org/directory/person/edgar-mitchell,www.noetic.org,6,ttlesson06b.php,,review-external-link,needs-review,,
resource-0119,link,MSNBC,https://web.archive.org/web/20060216063942/http://www.msnbc.msn.com/id/10439223/,web.archive.org,6,ttlesson06a.php;ttlesson06b.php,,review-archived-link,needs-review,,
resource-0120,link,New York Times,https://www.WantToKnow.info/600228nytimes,www.wanttoknow.info,6,ttlesson06a.php;ttlesson06b.php,,review-external-link,needs-review,,
resource-0121,link,Paul Hellyer,http://en.wikipedia.org/wiki/Paul_Hellyer,en.wikipedia.org,6,ttlesson06a.php,,review-external-link,needs-review,,
resource-0122,link,Roscoe H. Hillenkoetter,http://en.wikipedia.org/wiki/Roscoe_H._Hillenkoetter,en.wikipedia.org,6,ttlesson06a.php,,review-external-link,needs-review,,
resource-0123,media-file,seminar_realization_escape.jpg,https://www.personalgrowthcourses.net/sacred_cows/seminar_realization_escape.jpg,www.personalgrowthcourses.net,6,ttlesson06b.php,,review-legacy-hosted,needs-review,,
resource-0124,link,The Day After Roswell,https://www.WantToKnow.info/resources#day,www.wanttoknow.info,6,ttlesson06a.php,,review-external-link,needs-review,,
resource-0125,link,transformation fable,https://www.transformationteam.net/transformationfable,www.transformationteam.net,6;21,trfc21a.php;ttlesson06b.php,legacy-archive|exact-stem|/mnt/c/datasources/transformation-team-site/archive/original-httpdocs/transformationfable.php,review-local-page-candidate,needs-review,,
resource-0126,link,U.K.,https://www.WantToKnow.info/ufocover-up10pg#hillnorton,www.wanttoknow.info,6,ttlesson06b.php,,review-external-link,needs-review,,
resource-0127,media-file,UFO Beam of Connection,https://www.personalgrowthcourses.net/images/ufobeam.jpg,www.personalgrowthcourses.net,6,ttlesson06b.php,,review-legacy-hosted,needs-review,,
resource-0128,media-file,be_the_change.jpg,https://www.personalgrowthcourses.net/images/be_the_change.jpg,www.personalgrowthcourses.net,7,ttlesson07b.php,,review-legacy-hosted,needs-review,,
resource-0129,link,click here,http://www.amazon.com/Last-Lecture-Randy-Pausch/dp/1401323251/ref=pd_bbs_sr_1?tag=wanttinfo-20&ie=UTF8&s=books&qid=1217442956&sr=1-1,www.amazon.com,7,ttlesson07b.php,,review-external-link,needs-review,,
resource-0130,link,Click Here,http://support.personalgrowthcourses.net/user/me/edit/Transformation+Course+-+Lesson+07,support.personalgrowthcourses.net,7,ttlesson07b.php,,review-external-link,needs-review,,
resource-0131,media-file,footprint.jpg,https://www.personalgrowthcourses.net/images/footprint.jpg,www.personalgrowthcourses.net,7,ttlesson07a.php,,review-legacy-hosted,needs-review,,
resource-0132,media-file,herd_mentality.jpg,https://www.personalgrowthcourses.net/sacred_cows/herd_mentality.jpg,www.personalgrowthcourses.net,7,ttlesson07a.php,,review-legacy-hosted,needs-review,,
resource-0133,link,http://en.wikipedia.org/wiki/Law_of...,https://en.wikipedia.org/wiki/Law_of_attraction_(New_Thought),en.wikipedia.org,7,ttlesson07b.php,,review-external-link,needs-review,,
resource-0134,link,http://www.amazon.com/Road-Less-Traveled,http://www.amazon.com/Road-Less-Traveled-25th-Anniversary/dp/0743243153/ref=sr_1_1?tag=wanttinfo-20&ie=UTF8&s=books&qid=1225492348&sr=1-1,www.amazon.com,7,ttlesson07b.php,,review-external-link,needs-review,,
resource-0135,link,http://www.cs.cmu.edu/~pausch,http://www.cs.cmu.edu/~pausch/,www.cs.cmu.edu,7,ttlesson07b.php,,review-external-link,needs-review,,
resource-0136,link,http://www.marianne.com,http://www.marianne.com/,www.marianne.com,7,ttlesson07b.php,,review-external-link,needs-review,,
resource-0137,link,http://www.thesecret.tv,http://www.thesecret.tv,www.thesecret.tv,7,ttlesson07b.php,,review-external-link,needs-review,,
resource-0138,link,https://www.inspiringcommunity.org/inspiringstories0206#1,https://www.inspiringcommunity.org/inspiringstories0206#1,www.inspiringcommunity.org,7;11,tc11b.php;ttlesson07a.php,,review-external-link,needs-review,,
resource-0139,link,https://www.personalgrowthcourses.net/stories/myss.relationship...,https://www.personalgrowthcourses.net/stories/myss.relationship_transcending_tribe,www.personalgrowthcourses.net,7;11,tc11b.php;ttlesson07a.php,,review-legacy-hosted,needs-review,,
resource-0140,link,https://www.personalgrowthcourses.net/stories/ttinspiringstories,https://www.personalgrowthcourses.net/stories/ttinspiringstories,www.personalgrowthcourses.net,7;11,tc11b.php;ttlesson07b.php,legacy-archive|exact-stem|/mnt/c/datasources/transformation-team-site/archive/original-httpdocs/stories/ttinspiringstories.php,review-local-page-candidate,needs-review,,
resource-0141,media,https://www.personalgrowthcourses.net/video/randy_pausch_last_lecture,https://www.personalgrowthcourses.net/video/randy_pausch_last_lecture,www.personalgrowthcourses.net,7;11,tc11b.php;ttlesson07b.php,,review-legacy-hosted,needs-review,,
resource-0142,media,https://www.personalgrowthcourses.net/video/the_secret,https://www.personalgrowthcourses.net/video/the_secret,www.personalgrowthcourses.net,7;11,tc11b.php;ttlesson07b.php,WTKvideos|exact-stem|/mnt/c/datasources/WTKvideos/THE_SECRET.mp4,migrate-local-video-candidate,needs-review,,
resource-0143,link,https://www.weboflove.org/060309cabride,https://www.weboflove.org/060309cabride,www.weboflove.org,7;11,tc11b.php;ttlesson07a.php,,review-external-link,needs-review,,
resource-0144,link,https://www.weboflove.org/060616ourdeepestfearinvitation,https://www.weboflove.org/060616ourdeepestfearinvitation,www.weboflove.org,7;11,tc11b.php;ttlesson07a.php,,review-external-link,needs-review,,
resource-0145,link,United States Department of Peace,http://en.wikipedia.org/wiki/United_States_Department_of_Peace,en.wikipedia.org,7,ttlesson07b.php,,review-external-link,needs-review,,
resource-0146,media-file,Woman Connecting Earth and Universe,https://www.personalgrowthcourses.net/images/womanearthuniversemeditate.jpg,www.personalgrowthcourses.net,7,ttlesson07b.php,,review-legacy-hosted,needs-review,,
resource-0147,link,available here,https://www.WantToKnow.info/911/9-11-facts,www.wanttoknow.info,8,ttlesson08b.php,,review-external-link,needs-review,,
resource-0148,link,available here,https://www.WantToKnow.info/officialsquestion911commissionreport,www.wanttoknow.info,8,ttlesson08b.php,,review-external-link,needs-review,,
resource-0149,link,available here,https://www.WantToKnow.info/germanguy,www.wanttoknow.info,8,ttlesson08b.php,,review-external-link,needs-review,,
resource-0150,link,click here,https://www.personalgrowthcourses.net/stories/falseflag,www.personalgrowthcourses.net,8,ttlesson08a.php;ttlesson08b.php,legacy-archive|exact-stem|/mnt/c/datasources/transformation-team-site/archive/original-httpdocs/stories/falseflag.php,review-local-page-candidate,needs-review,,
resource-0151,link,Click Here,http://support.personalgrowthcourses.net/user/me/edit/Transformation+Course+-+Lesson+08,support.personalgrowthcourses.net,8,ttlesson08b.php,,review-external-link,needs-review,,
resource-0152,link,covert operations,http://en.wikipedia.org/wiki/Covert_operation,en.wikipedia.org,8,ttlesson08a.php,,review-external-link,needs-review,,
resource-0153,media-file,fear_sells.jpg,https://www.personalgrowthcourses.net/sacred_cows/fear_sells.jpg,www.personalgrowthcourses.net,8,ttlesson08a.php,,review-legacy-hosted,needs-review,,
resource-0154,link,fluid intelligence,https://www.transformationteam.net/fluidintelligence,www.transformationteam.net,8;9,tc09b.php;ttlesson08a.php,legacy-archive|exact-stem|/mnt/c/datasources/transformation-team-site/archive/original-httpdocs/fluidintelligence.php,review-local-page-candidate,needs-review,,
resource-0155,link,has been verified,http://rigorousintuition.blogspot.com/2004/12/annotated-german-guy.html,rigorousintuition.blogspot.com,8,ttlesson08b.php,,review-external-link,needs-review,,
resource-0156,link,Howard Zinn,http://www.amazon.com/s/ref=nb_ss_b?tag=wanttinfo-20&url=search-alias%3Dstripbooks&field-keywords=howard+zinn&x=18&y=24,www.amazon.com,8,ttlesson08a.php,,review-external-link,needs-review,,
resource-0157,link,http://abcnews.go.com/US/story...,http://abcnews.go.com/US/story?id=92662,abcnews.go.com,8,ttlesson08b.php,,review-external-link,needs-review,,
resource-0158,link,http://georgewashington.blogspot.com,http://georgewashington.blogspot.com/2008/03/we-are-powerless-or-are-we.html,georgewashington.blogspot.com,8,ttlesson08b.php,,review-external-link,needs-review,,
resource-0159,link,http://www.historycommons.org/project...,https://web.archive.org/web/20200302061951/http://www.historycommons.org/project.jsp?project=911_project,web.archive.org,8,ttlesson08b.php,,review-archived-link,needs-review,,
resource-0160,link,https://web.archive.org/web/20200225160328/http://patriotsquestion911.com,https://web.archive.org/web/20200225160328/http://patriotsquestion911.com,web.archive.org,8,ttlesson08b.php,,review-archived-link,needs-review,,
resource-0161,link,https://www.WantToKnow.info/010501operationnorthwoods,https://www.WantToKnow.info/010501operationnorthwoods,www.wanttoknow.info,8;11,tc11b.php;ttlesson08a.php,,review-external-link,needs-review,,
resource-0162,link,https://www.WantToKnow.info/911information,https://www.WantToKnow.info/911information,www.wanttoknow.info,8,ttlesson08b.php,,review-external-link,needs-review,,
resource-0163,link,https://www.WantToKnow.info/911information...,https://www.WantToKnow.info/911information#911summaries,www.wanttoknow.info,8,ttlesson08b.php,,review-external-link,needs-review,,
resource-0164,link,https://www.WantToKnow.info/911video,https://www.WantToKnow.info/911video,www.wanttoknow.info,8;11,tc11b.php;ttlesson08b.php,,review-external-link,needs-review,,
resource-0165,link,https://www.WantToKnow.info/overwhelmed,https://www.WantToKnow.info/overwhelmed,www.wanttoknow.info,8;11;14,tc11b.php;trf14b.php;ttlesson08b.php,,review-external-link,needs-review,,
resource-0166,link,many groups,http://www.google.com/search?q=%229%2F11+activist%22+groups,www.google.com,8,ttlesson08b.php,,review-external-link,needs-review,,
resource-0167,media-file,north-pole-moon.jpg,https://www.personalgrowthcourses.net/images/north-pole-moon.jpg,www.personalgrowthcourses.net,8,ttlesson08b.php,,review-legacy-hosted,needs-review,,
resource-0168,media-file,Peaceful Transformation of Earth,https://www.personalgrowthcourses.net/images/earthdoveegg.jpg,www.personalgrowthcourses.net,8,ttlesson08b.php,,review-legacy-hosted,needs-review,,
resource-0169,link,respected professors,https://www.WantToKnow.info/070618professorsquestion911,www.wanttoknow.info,8,ttlesson08b.php,,review-external-link,needs-review,,
resource-0170,link,strategy of tension,http://en.wikipedia.org/wiki/Strategy_of_tension,en.wikipedia.org,8,ttlesson08a.php,,review-external-link,needs-review,,
resource-0171,media-file,supreme_court.jpg,https://www.personalgrowthcourses.net/images/supreme_court.jpg,www.personalgrowthcourses.net,8,ttlesson08a.php,,review-legacy-hosted,needs-review,,
resource-0172,link,this link,https://www.WantToKnow.info/secret_societies/german-guy,www.wanttoknow.info,8,ttlesson08b.php,,review-external-link,needs-review,,
resource-0173,link,www.WantToKnow.info/secretsocieties...,https://www.WantToKnow.info/secretsocietiesnewsarticles,www.wanttoknow.info,8,ttlesson08a.php,,review-external-link,needs-review,,
resource-0174,link,www.WantToKnow.info/youweremadeforthis,https://www.WantToKnow.info/youweremadeforthis,www.wanttoknow.info,8,ttlesson08b.php,,review-external-link,needs-review,,
resource-0175,link,available here,https://www.wanttoknow.info/nde/journey-of-souls-life-between-lives,www.wanttoknow.info,9,tc09b.php,,review-external-link,needs-review,,
resource-0176,media-file,Beautiful Angel Rising,https://www.personalgrowthcourses.net/images/angelblackwhite.jpg,www.personalgrowthcourses.net,9,tc09b.php,,review-legacy-hosted,needs-review,,
resource-0177,link,breathe sacred love,https://www.weboflove.org/index#breathing,www.weboflove.org,9,tc09b.php,,review-external-link,needs-review,,
resource-0178,media-file,butterfly.png,https://www.personalgrowthcourses.net/images/butterfly.png,www.personalgrowthcourses.net,9,tc09b.php,,review-legacy-hosted,needs-review,,
resource-0179,link,click here,https://www.personalgrowthcourses.net/stories/09a.benedict_full.html,www.personalgrowthcourses.net,9,tc09a.php,,review-legacy-hosted,needs-review,,
resource-0180,link,Click Here,http://support.personalgrowthcourses.net/user/me/edit/Transformation+Course+-+Lesson+09,support.personalgrowthcourses.net,9,tc09b.php,,review-external-link,needs-review,,
resource-0181,link,government assassin,https://web.archive.org/web/20220701041544/http://www.mikepettigrew.com/afterlife/html/dannion_brinkley.html,web.archive.org,9,tc09a.php,,review-archived-link,needs-review,,
resource-0182,link,http://www.amazon.com/Final-Gifts...,http://www.amazon.com/Final-Gifts-Understanding-Awareness-Communications/dp/0553378767/ref=pd_bbs_sr_1?tag=wanttinfo-20&ie=UTF8&s=books&qid=1213561709&sr=1-1,www.amazon.com,9,tc09b.php,,review-external-link,needs-review,,
resource-0183,link,http://www.amazon.com/Journey...,http://www.amazon.com/Journey-Souls-Studies-Between-Lives/dp/1567184855/ref=sr_1_1?s=books&ie=UTF8&qid=1406222854&sr=1-1&keywords=journey+of+souls,www.amazon.com,9,tc09b.php,,review-external-link,needs-review,,
resource-0184,link,http://www.dannion.com,https://web.archive.org/web/20150327043006/http://www.dannion.com//,web.archive.org,9,tc09b.php,,review-archived-link,needs-review,,
resource-0185,link,http://www.iands.org,http://www.iands.org,www.iands.org,9,tc09b.php,,review-external-link,needs-review,,
resource-0186,link,http://www.near-death.com,http://www.near-death.com/,www.near-death.com,9,tc09b.php,,review-external-link,needs-review,,
resource-0187,link,http://www.peterrussell.com/What/index.php,http://www.peterrussell.com/What/index.php,www.peterrussell.com,9;11,tc09b.php;tc11b.php,,review-external-link,needs-review,,
resource-0188,link,https://www.personalgrowthcourses.net/stories/060908sun.boywholived...,https://www.personalgrowthcourses.net/stories/060908sun.boywholivedbefore.htm,www.personalgrowthcourses.net,9;11,tc09b.php;tc11b.php,,review-legacy-hosted,needs-review,,
resource-0189,link,https://www.personalgrowthcourses.net/stories/09a.brinkley.html,https://www.personalgrowthcourses.net/stories/09a.brinkley.html,www.personalgrowthcourses.net,9;11,tc09a.php;tc11b.php,,review-legacy-hosted,needs-review,,
resource-0190,media,https://www.personalgrowthcourses.net/video/afterlife_investigations,https://www.personalgrowthcourses.net/video/afterlife_investigations,www.personalgrowthcourses.net,9;11,tc09b.php;tc11b.php,,review-legacy-hosted,needs-review,,
resource-0191,media,https://www.personalgrowthcourses.net/video/reincarnation_boy_pilot_wwii,https://www.personalgrowthcourses.net/video/reincarnation_boy_pilot_wwii,www.personalgrowthcourses.net,9;11,tc09b.php;tc11b.php,,review-legacy-hosted,needs-review,,
resource-0192,media,https://www.personalgrowthcourses.net/video/stroke_jill_bolte_taylor,https://www.personalgrowthcourses.net/video/stroke_jill_bolte_taylor,www.personalgrowthcourses.net,9;11,tc09a.php;tc11b.php,WTKvideos|exact-stem|/mnt/c/datasources/WTKvideos/STROKE_JILL_BOLTE_TAYLOR.mp4,migrate-local-video-candidate,needs-review,,
resource-0193,link,https://www.weboflove.org/nde/near...,https://www.weboflove.org/nde/near-death-experiences-nde,www.weboflove.org,9,tc09b.php,,review-external-link,needs-review,,
resource-0194,link,https://www.weboflove.org/neardeathexperience,https://www.weboflove.org/neardeathexperience,www.weboflove.org,9;11,tc09a.php;tc11b.php,,review-external-link,needs-review,,
resource-0195,link,inspired by Albert Einstein,http://quoteinvestigator.com/2013/09/18/intuitive-mind/,quoteinvestigator.com,9,tc09a.php,,review-external-link,needs-review,,
resource-0196,media-file,nde_profits.jpg,https://www.personalgrowthcourses.net/sacred_cows/nde_profits.jpg,www.personalgrowthcourses.net,9,tc09a.php,,review-legacy-hosted,needs-review,,
resource-0197,media-file,near_death_sun.jpg,https://www.personalgrowthcourses.net/images/near_death_sun.jpg,www.personalgrowthcourses.net,9,tc09a.php,,review-legacy-hosted,needs-review,,
resource-0198,link,Peter Russell,http://www.peterrussell.com,www.peterrussell.com,9,tc09b.php,,review-external-link,needs-review,,
resource-0199,link,Saved by the Light,http://www.amazon.com/exec/obidos/ASIN/0061008893/ref=nosim/neardeathexpe-20?tag=wanttinfo-20,www.amazon.com,9,tc09a.php,,review-external-link,needs-review,,
resource-0200,link,"""Love and Survival: The Scientific Basis for the Healing Power of Intimacy""",http://www.amazon.com/Love-Survival-Scientific-Healing-Intimacy/dp/0060930209/ref=pd_bbs_sr_1?tag=wanttinfo-20&ie=UTF8&s=books&qid=1214858236&sr=1-1,www.amazon.com,10,tc10a.php,,review-external-link,needs-review,,
resource-0201,link,90% of medical schools,https://pubmed.ncbi.nlm.nih.gov/21391410/,pubmed.ncbi.nlm.nih.gov,10,tc10b.php,,review-external-link,needs-review,,
resource-0202,link,Click Here,http://support.personalgrowthcourses.net/user/me/edit/Transformation+Course+-+Lesson+10,support.personalgrowthcourses.net,10,tc10b.php,,review-external-link,needs-review,,
resource-0203,media-file,Girl with Butterfly Transforming,https://www.personalgrowthcourses.net/images/fatherdaughterpiggyback.jpg,www.personalgrowthcourses.net,10,tc10b.php,,review-legacy-hosted,needs-review,,
resource-0204,media-file,health_caduceus.jpg,https://www.personalgrowthcourses.net/images/health_caduceus.jpg,www.personalgrowthcourses.net,10,tc10a.php,,review-legacy-hosted,needs-review,,
resource-0205,link,http://www.amazon.com/Pronoia-Antidote...,http://www.amazon.com/Pronoia-Antidote-Paranoia-Conspiring-Blessings/dp/1583941231?tag=wanttinfo-20,www.amazon.com,10;14;15;20,tc10a.php;trf14a.php;trf15a.php;trfc20b.php,,review-external-link,needs-review,,
resource-0206,link,http://www.heartmath.org,http://www.heartmath.org/,www.heartmath.org,10;14,tc10b.php;trf14b.php,,review-external-link,needs-review,,
resource-0207,media,https://www.personalgrowthcourses.net/video/heartmath_video,https://www.personalgrowthcourses.net/video/heartmath_video,www.personalgrowthcourses.net,10;11,tc10b.php;tc11b.php,,review-legacy-hosted,needs-review,,
resource-0208,media,https://www.personalgrowthcourses.net/video/meatrix_factory_farming,https://www.personalgrowthcourses.net/video/meatrix_factory_farming,www.personalgrowthcourses.net,10;11,tc10b.php;tc11b.php,,review-legacy-hosted,needs-review,,
resource-0209,media,https://www.personalgrowthcourses.net/video/store_wars,https://www.personalgrowthcourses.net/video/store_wars,www.personalgrowthcourses.net,10;11,tc10b.php;tc11b.php,,review-legacy-hosted,needs-review,,
